1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0250000000 0.0000000000 0.1633334184 0.1689412291 0.1897103787 0.2355844387 0.3343368644 0.6281082930 0.9998333333 0.6628960242 0.3388903871 0.2308703941 0.1897103787 0.1689412291 0.1633334184 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0500000000 0.0000000000 0.1633340986 0.1688563657 0.1895410392 0.2353489726 0.3340479423 0.6277864331 0.9995000000 0.6625742935 0.3386020690 0.2306349328 0.1895410392 0.1688563657 0.1633340986 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0750000000 0.0000000000 0.1633363945 0.1687302252 0.1892878466 0.2373579107 0.3336147146 0.6273036656 0.9990000000 0.6653093683 0.3381697470 0.2302821940 0.1892878466 0.1687302252 0.1633363945 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1000000000 0.0000000000 0.1633418365 0.1694189416 0.1889517869 0.2368837033 0.3330373686 0.6266600177 0.9983333333 0.6646657472 0.3375936084 0.2298127257 0.1889517869 0.1694189416 0.1633418365 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1250000000 0.0000000000 0.1633354592 0.1691995042 0.1885341849 0.2362922508 0.3323161564 0.6258555256 1.0008333333 0.6638612849 0.3368739049 0.2315782205 0.1885341849 0.1691995042 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1500000000 0.0000000000 0.1633334184 0.1689412291 0.1897103787 0.2355844387 0.3343368644 0.6281082930 0.9998333333 0.6628960242 0.3388903871 0.2308703941 0.1897103787 0.1689412291 0.1633334184 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1750000000 0.0000000000 0.1633387754 0.1695077842 0.1891195977 0.2371206913 0.3333259999 0.6269818356 0.9986666667 0.6649875521 0.3378816361 0.2300473381 0.1891195977 0.1695077842 0.1633387754 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.1633346939 0.1691560752 0.1884509957 0.2361741354 0.3321719769 0.6256946362 1.0006666667 0.6637004010 0.3367300270 0.2314600998 0.1884509957 0.1691560752 0.1633346939 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2250000000 0.0000000000 0.1633354592 0.1687721179 0.1893721351 0.2351137432 0.3337591031 0.6274645851 0.9991666667 0.6622525743 0.3383138336 0.2303997131 0.1893721351 0.1687721179 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2500000000 0.0000000000 0.1633354592 0.1691995042 0.1885341849 0.2362922508 0.3323161564 0.6258555256 1.0008333333 0.6638612849 0.3368739049 0.2315782205 0.1885341849 0.1691995042 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2750000000 0.0000000000 0.1633363945 0.1687302252 0.1892878466 0.2373579107 0.3336147146 0.6273036656 0.9990000000 0.6653093683 0.3381697470 0.2302821940 0.1892878466 0.1687302252 0.1633363945 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3000000000 0.0000000000 0.1633336735 0.1690696766 0.1882849495 0.2359380804 0.3347704022 0.6253728666 1.0003333333 0.6633786417 0.3364423345 0.2312240376 0.1882849495 0.1690696766 0.1633336735 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3250000000 0.0000000000 0.1633402209 0.1693747489 0.1888680462 0.2367652963 0.3328930843 0.6264991132 1.0015000000 0.6645048491 0.3374496259 0.2296955110 0.1888680462 0.1693747489 0.1633402209 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3500000000 0.0000000000 0.1633354592 0.1687721179 0.1893721351 0.2351137432 0.3337591031 0.6274645851 0.9991666667 0.6622525743 0.3383138336 0.2303997131 0.1893721351 0.1687721179 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3750000000 0.0000000000 0.1633333333 0.1689838914 0.1881193475 0.2357022604 0.3344813564 0.6282692275 1.0000000000 0.6630568938 0.3361547263 0.2404163056 0.1881193475 0.1689838914 0.1633333333 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.1633346939 0.1691560752 0.1884509957 0.2361741354 0.3321719769 0.6256946362 1.0006666667 0.6637004010 0.3367300270 0.2408881714 0.1884509957 0.1691560752 0.1633346939 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4250000000 0.0000000000 0.1633374999 0.1692868210 0.1887008950 0.2365286569 0.3326045784 0.6261773134 1.0011666667 0.6641830613 0.3371617235 0.2412426740 0.1887008950 0.1692868210 0.1633374999 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4500000000 0.0000000000 0.1633402209 0.1693747489 0.1888680462 0.2367652963 0.3328930843 0.6264991132 1.0015000000 0.6645048491 0.3374496259 0.2391234572 0.1888680462 0.1693747489 0.1633402209 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4750000000 0.0000000000 0.1633418365 0.1694189416 0.1889517869 0.2368837033 0.3330373686 0.6266600177 1.0016666667 0.6646657472 0.3375936084 0.2392406970 0.1889517869 0.1694189416 0.1633418365 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5000000000 0.0000000000 0.1633418365 0.1694189416 0.1889517869 0.2368837033 0.3330373686 0.6266600177 0.9983333333 0.6646657472 0.3375936084 0.2392406970 0.1889517869 0.1694189416 0.1633418365 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5250000000 0.0000000000 0.1633402209 0.1693747489 0.1888680462 0.2367652963 0.3328930843 0.6264991132 1.0015000000 0.6645048491 0.3374496259 0.2391234572 0.1888680462 0.1693747489 0.1633402209 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5500000000 0.0000000000 0.1633374999 0.1692868210 0.1887008950 0.2365286569 0.3326045784 0.6261773134 1.0011666667 0.6641830613 0.3371617235 0.2412426740 0.1887008950 0.1692868210 0.1633374999 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5750000000 0.0000000000 0.1633346939 0.1691560752 0.1884509957 0.2361741354 0.3321719769 0.6256946362 1.0006666667 0.6637004010 0.3367300270 0.2408881714 0.1884509957 0.1691560752 0.1633346939 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6000000000 0.0000000000 0.1633333333 0.1689838914 0.1926712802 0.2357022604 0.3344813564 0.6282692275 1.0000000000 0.6630568938 0.3361547263 0.2404163056 0.1897952113 0.1689838914 0.1633333333 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6250000000 0.0000000000 0.1633354592 0.1687721179 0.1922545333 0.2351137432 0.3337591031 0.6274645851 0.9991666667 0.6622525743 0.3383138336 0.2398277739 0.1893721351 0.1687721179 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6500000000 0.0000000000 0.1633402209 0.1693747489 0.1934282095 0.2367652963 0.3328930843 0.6264991132 1.0015000000 0.6645048491 0.3374496259 0.2391234572 0.1888680462 0.1693747489 0.1633402209 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6750000000 0.0000000000 0.1633336735 0.1690696766 0.1928387352 0.2359380804 0.3347704022 0.6253728666 1.0003333333 0.6633786417 0.3364423345 0.2406521233 0.1882849495 0.1690696766 0.1633336735 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.7000000000 0.0000000000 0.1633363945 0.1687302252 0.1921715090 0.2373579107 0.3336147146 0.6273036656 0.9990000000 0.6653093683 0.3381697470 0.2397102418 0.1892878466 0.1687302252 0.1633363945 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.7250000000 0.0000000000 0.1633354592 0.1691995042 0.1930907242 0.2362922508 0.3323161564 0.6258555256 1.0008333333 0.6638612849 0.3368739049 0.2410062816 0.1885341849 0.1691995042 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.7500000000 0.0000000000 0.1633354592 0.1687721179 0.1922545333 0.2351137432 0.3337591031 0.6274645851 0.9991666667 0.6622525743 0.3383138336 0.2398277739 0.1893721351 0.1687721179 0.1633354592 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.7750000000 0.0000000000 0.1633346939 0.1691560752 0.1930066205 0.2361741354 0.3321719769 0.6256946362 1.0006666667 0.6774415924 0.3367300270 0.2408881714 0.1884509957 0.1691560752 0.1633346939 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.8000000000 0.0000000000 0.1633387754 0.1695077842 0.1920057869 0.2371206913 0.3333259999 0.6269818356 0.9986666667 0.6755110000 0.3378816361 0.2394753525 0.1965581622 0.1695077842 0.1633387754 0.0000000000 0.0000000000
1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.8250000000 0.0000000000 0.1633334184 0.1689412291 0.1925877145 0.2355844387 0.3343368644 0.6281082930 0.9998333333 0.6766371299 0.3388903871 0.2402984834 0.1971463782 0.1689412291 0.1633334184 0.0000000000 0.0000000000
